Date,PageName,TrafficSource,TrafficType,Users,Sessions,BounceRate,SessionDurationSeconds,PagesPerSession,EngagementRate,ConversionRate,GoalCompletions,EventCount,PagePerformance
2025-03-30,Blog,Social,Social,11,11,0.6619,163.66,3.5,0.3085,0.053,0,116,Average Performing
2025-03-30,Landing Page,Organic Search,Organic,10,10,0.4326,245.53,6.55,0.5148,0.1296,1,143,Average Performing
2025-03-30,Products,Referral,Referral,8,8,0.4866,186.54,1.53,0.4814,0.0456,0,46,Low Performing
2025-03-30,Contact,Paid Search,Paid,6,7,0.4514,333.66,7.04,0.5611,0.131,1,107,High Performing
2025-03-30,Home,Organic Search,Organic,7,9,0.4824,146.79,1.74,0.4738,0.0662,1,40,Low Performing
2025-03-30,Services,Referral,Referral,10,10,0.503,143.2,4.23,0.489,0.0856,0,125,Average Performing
2025-03-31,About,Organic Search,Organic,6,6,0.4223,491.07,1.23,0.5981,0.0166,0,29,High Performing
2025-03-31,Home,Paid Search,Paid,4,6,0.4762,144.57,2.94,0.5341,0.045,0,55,Low Performing
2025-03-31,Products,Social,Social,4,4,0.5284,248.24,3.44,0.4697,0.0776,0,39,Low Performing
2025-03-31,Contact,Direct,Direct,11,13,0.4236,145.64,1.35,0.5972,0.0612,2,57,High Performing
2025-03-31,Services,Referral,Referral,8,9,0.4445,294.19,2.89,0.5711,0.0498,1,54,Average Performing
2025-03-31,Blog,Social,Social,10,10,0.5141,354.3,1.82,0.4684,0.0515,0,42,Average Performing
2025-03-31,Home,Organic Search,Organic,11,12,0.5343,123.11,1.0,0.4571,0.0484,2,100,Low Performing
2025-03-31,Blog,Paid Search,Paid,2,6,0.5954,126.39,1.49,0.5056,0.0135,0,36,Average Performing
2025-03-31,Home,Paid Search,Paid,1,2,0.4348,463.73,2.6,0.6129,0.0968,0,8,Low Performing
2025-04-02,Blog,Referral,Referral,11,11,0.512,228.93,4.66,0.501,0.0426,0,87,Average Performing
2025-04-02,Home,Paid Search,Paid,4,4,0.5666,378.97,1.25,0.406,0.0564,1,7,Low Performing
2025-04-02,Landing Page,Paid Search,Paid,9,12,0.5166,186.38,5.33,0.4646,0.0984,2,114,Average Performing
2025-04-02,Contact,Organic Search,Organic,6,6,0.4826,242.31,7.17,0.5128,0.1164,1,109,High Performing
2025-04-02,Services,Organic Search,Organic,9,13,0.4536,244.2,1.91,0.5661,0.0546,0,108,Average Performing
2025-04-03,Home,Social,Social,10,12,0.5343,222.45,3.43,0.4755,0.0848,3,114,Low Performing
2025-04-03,Pricing,Organic Search,Organic,11,11,0.5055,203.57,1.0,0.4682,0.0016,0,85,High Performing
2025-04-03,FAQ,Direct,Direct,10,11,0.5855,304.32,1.79,0.4136,0.0588,0,94,Low Performing
2025-04-03,Pricing,Organic Search,Organic,10,12,0.4967,175.05,2.25,0.5268,0.0352,0,111,High Performing
2025-04-03,Blog,Paid Search,Paid,5,5,0.485,593.5,2.77,0.5166,0.0814,0,38,Average Performing
2025-04-03,Landing Page,Organic Search,Organic,9,13,0.573,192.52,4.39,0.4004,0.0803,2,123,Average Performing
2025-04-04,Services,Referral,Referral,5,5,0.4686,126.05,1.0,0.4904,0.0229,0,25,Average Performing
2025-04-04,Contact,Paid Search,Paid,10,10,0.4615,115.67,3.55,0.553,0.0752,2,62,High Performing
2025-04-04,Landing Page,Organic Search,Organic,7,8,0.4332,202.97,3.43,0.5322,0.0135,0,52,Average Performing
2025-04-05,Landing Page,Referral,Referral,4,5,0.5856,130.38,4.58,0.4703,0.0847,0,58,Average Performing
2025-04-05,Products,Referral,Referral,10,13,0.4545,107.61,3.39,0.5622,0.0764,1,83,Low Performing
2025-04-05,About,Direct,Direct,6,8,0.4976,126.45,2.51,0.4689,0.0688,0,57,High Performing
2025-04-05,Blog,Paid Search,Paid,9,9,0.6079,326.58,1.0,0.3612,0.0315,0,35,Average Performing
2025-04-05,Pricing,Organic Search,Organic,2,3,0.5124,196.78,1.24,0.5502,0.0492,0,11,High Performing
2025-04-05,About,Organic Search,Organic,9,9,0.4936,153.46,2.21,0.4415,0.0384,0,61,High Performing
2025-04-05,Home,Paid Search,Paid,2,2,0.5328,164.77,3.27,0.4796,0.0818,0,21,Low Performing
2025-04-05,Blog,Social,Social,10,10,0.5434,87.32,5.56,0.4536,0.0724,0,150,Average Performing
2025-04-05,Home,Referral,Referral,1,1,0.3829,90.54,1.0,0.638,0.026,0,2,Low Performing
2025-04-06,Home,Organic Search,Organic,7,7,0.4707,78.22,2.28,0.5432,0.0386,0,54,Low Performing
2025-04-06,Pricing,Organic Search,Organic,6,7,0.4933,50.08,3.52,0.4508,0.0598,0,96,High Performing
2025-04-06,Blog,Social,Social,11,14,0.4652,201.35,1.0,0.578,0.0172,0,88,Average Performing
2025-04-06,Pricing,Referral,Referral,4,5,0.5337,95.62,2.05,0.4857,0.0714,0,32,High Performing
2025-04-06,Services,Paid Search,Paid,9,12,0.4366,56.18,3.87,0.5208,0.0544,1,93,Average Performing
2025-04-07,Pricing,Direct,Direct,3,5,0.4951,159.08,1.52,0.4115,0.0326,0,30,High Performing
2025-04-07,Products,Referral,Referral,8,9,0.4358,55.15,3.86,0.5405,0.0883,0,94,Low Performing
2025-04-07,FAQ,Direct,Direct,1,3,0.4625,102.95,4.14,0.5522,0.0645,0,25,Low Performing
2025-04-07,Contact,Direct,Direct,10,10,0.5053,225.12,4.13,0.4231,0.0697,0,81,High Performing
2025-04-07,Services,Organic Search,Organic,5,6,0.5634,73.08,1.0,0.3615,0.0414,0,19,Average Performing
2025-04-07,Blog,Direct,Direct,3,3,0.5369,118.63,3.16,0.5175,0.0626,0,26,Average Performing
2025-04-07,Services,Direct,Direct,3,7,0.4652,421.59,1.33,0.5465,0.03,0,7,Average Performing
2025-04-07,Home,Organic Search,Organic,4,5,0.534,177.86,1.13,0.516,0.0389,0,20,Low Performing
2025-04-07,Products,Direct,Direct,11,12,0.4329,368.91,2.55,0.5628,0.0371,1,54,Low Performing
2025-04-08,Products,Organic Search,Organic,6,8,0.6138,125.44,1.0,0.3559,0.038,0,12,Low Performing
2025-04-08,FAQ,Organic Search,Organic,6,6,0.5809,231.27,1.67,0.453,0.0448,0,11,Low Performing
2025-04-08,Products,Paid Search,Paid,8,9,0.5544,163.8,3.68,0.4719,0.0622,1,65,Low Performing
2025-04-08,Pricing,Paid Search,Paid,4,4,0.5371,181.64,1.55,0.4955,0.0468,0,24,High Performing
2025-04-08,Home,Referral,Referral,8,9,0.5645,77.87,4.86,0.4247,0.1024,0,100,Low Performing
2025-04-08,Services,Organic Search,Organic,1,2,0.4723,222.66,1.81,0.4909,0.0552,0,20,Average Performing
2025-04-08,Home,Paid Search,Paid,10,12,0.3244,245.1,3.2,0.6698,0.0414,0,82,Low Performing
2025-04-08,FAQ,Paid Search,Paid,1,1,0.3942,361.95,3.17,0.5782,0.0853,0,6,Low Performing
2025-04-08,Home,Organic Search,Organic,4,4,0.4505,369.52,4.17,0.5489,0.0831,0,38,Low Performing
2025-04-09,Home,Social,Social,10,11,0.4332,276.29,1.62,0.588,0.0226,0,31,Low Performing
2025-04-09,Checkout,Organic Search,Organic,3,3,0.5048,340.03,4.29,0.4641,0.0794,0,33,Average Performing
2025-04-09,Blog,Referral,Referral,3,3,0.5828,274.55,1.22,0.3522,0.0477,0,4,Average Performing
2025-04-09,Services,Organic Search,Organic,5,5,0.5091,166.93,1.0,0.4431,0.0348,0,21,Average Performing
2025-04-09,Products,Organic Search,Organic,6,9,0.4691,216.93,1.37,0.4846,0.0469,0,22,Low Performing
2025-04-09,Blog,Direct,Direct,2,4,0.4704,154.83,2.94,0.5693,0.0411,0,35,Average Performing
2025-04-09,Products,Organic Search,Organic,1,2,0.5312,148.18,2.01,0.5008,0.0568,0,8,Low Performing
2025-04-09,Contact,Referral,Referral,5,7,0.584,457.27,2.7,0.4103,0.0779,0,33,High Performing
2025-04-09,Contact,Organic Search,Organic,6,7,0.4124,328.41,1.8,0.5728,0.0712,0,25,High Performing
2025-04-10,Home,Social,Social,9,11,0.4793,59.98,3.72,0.52,0.0681,1,97,Low Performing
2025-04-10,Pricing,Referral,Referral,5,6,0.5048,167.11,3.68,0.4909,0.0705,1,59,High Performing
2025-04-10,Services,Organic Search,Organic,6,6,0.435,164.58,3.85,0.57,0.0668,2,49,Average Performing
2025-04-10,Home,Organic Search,Organic,3,4,0.4717,212.97,2.69,0.5198,0.0762,0,24,Low Performing
2025-04-10,Blog,Direct,Direct,7,8,0.5174,49.4,1.21,0.4595,0.0508,0,36,Average Performing
2025-04-11,Home,Direct,Direct,7,8,0.5989,215.39,1.0,0.3838,0.0633,1,31,Low Performing
2025-04-11,Products,Paid Search,Paid,2,2,0.4959,631.57,1.23,0.468,0.0306,0,5,Low Performing
2025-04-11,About,Organic Search,Organic,4,4,0.5024,153.52,2.36,0.4666,0.0337,0,33,High Performing
2025-04-11,Landing Page,Organic Search,Organic,10,10,0.6109,174.67,3.0,0.3588,0.055,0,86,Average Performing
2025-04-11,Pricing,Paid Search,Paid,4,4,0.4226,224.94,1.16,0.6045,0.0477,0,27,High Performing
2025-04-11,Products,Direct,Direct,1,1,0.4554,326.89,1.08,0.5213,0.0426,0,4,Low Performing
2025-04-11,Checkout,Organic Search,Organic,1,2,0.5006,48.09,3.38,0.4967,0.058,0,14,Average Performing
2025-04-12,FAQ,Referral,Referral,10,11,0.5251,100.15,1.0,0.4335,0.0222,0,10,Low Performing
2025-04-12,Home,Referral,Referral,5,5,0.5416,84.5,1.42,0.4701,0.0419,0,32,Low Performing
2025-04-13,Landing Page,Paid Search,Paid,1,6,0.6719,325.22,1.29,0.292,0.0328,0,4,Average Performing
2025-04-13,Blog,Direct,Direct,7,10,0.5576,122.25,1.83,0.478,0.0474,2,58,Average Performing
2025-04-13,Landing Page,Direct,Direct,2,3,0.4159,349.64,1.0,0.5564,0.0247,0,7,Average Performing
2025-04-13,Pricing,Organic Search,Organic,9,10,0.5242,286.56,1.07,0.4551,0.0635,0,35,High Performing
2025-04-13,Blog,Organic Search,Organic,10,10,0.5237,334.81,2.65,0.46,0.0792,1,47,Average Performing
2025-04-14,About,Paid Search,Paid,10,13,0.417,244.77,5.3,0.548,0.0837,0,168,High Performing
2025-04-14,Products,Direct,Direct,7,8,0.4588,131.28,4.97,0.5476,0.0988,0,119,Low Performing
2025-04-14,Home,Direct,Direct,11,12,0.4955,205.34,1.0,0.5992,0.0201,0,31,Low Performing
2025-04-14,FAQ,Social,Social,7,8,0.4965,137.82,3.48,0.5087,0.0672,0,50,Low Performing
2025-04-14,About,Referral,Referral,6,9,0.4948,152.0,6.97,0.4689,0.0993,2,117,High Performing
2025-04-15,Pricing,Organic Search,Organic,4,4,0.5586,164.4,1.08,0.5101,0.0558,1,27,High Performing
2025-04-15,Products,Social,Social,8,11,0.583,239.99,1.0,0.3911,0.0232,0,56,Low Performing
2025-04-15,Checkout,Referral,Referral,9,10,0.5568,80.09,1.16,0.471,0.0375,0,67,Average Performing
2025-04-15,Home,Paid Search,Paid,11,11,0.5834,86.8,1.29,0.4711,0.0371,0,67,Low Performing
2025-04-15,Contact,Organic Search,Organic,10,10,0.4057,348.45,4.86,0.5767,0.0499,1,103,High Performing
2025-04-15,Home,Organic Search,Organic,1,1,0.4598,171.27,1.49,0.5437,0.0348,0,8,Low Performing
2025-04-16,About,Referral,Referral,11,11,0.4523,232.03,3.48,0.5466,0.0595,0,83,High Performing
2025-04-16,Pricing,Organic Search,Organic,11,11,0.4798,466.9,1.53,0.5629,0.0517,1,59,High Performing
2025-04-16,Products,Paid Search,Paid,8,10,0.4372,323.34,1.0,0.5613,0.0506,0,65,Low Performing
2025-04-16,Home,Direct,Direct,1,3,0.6218,76.52,1.25,0.3792,0.0369,0,13,Low Performing
2025-04-16,Checkout,Social,Social,3,5,0.5275,204.01,1.61,0.5141,0.0273,0,11,Average Performing
2025-04-16,Products,Paid Search,Paid,2,3,0.3835,277.82,5.97,0.5233,0.1042,0,36,Low Performing
2025-04-16,About,Social,Social,2,2,0.481,231.39,5.46,0.5463,0.078,0,21,High Performing
2025-04-16,Services,Paid Search,Paid,8,8,0.5144,60.09,1.06,0.5486,0.0419,0,40,Average Performing
2025-04-16,Pricing,Direct,Direct,8,8,0.569,71.36,3.53,0.4369,0.0484,0,65,High Performing
2025-04-16,Checkout,Direct,Direct,3,3,0.4674,152.06,7.39,0.5797,0.0891,0,47,Average Performing
2025-04-16,Products,Direct,Direct,10,11,0.379,674.14,3.99,0.6439,0.084,0,117,Low Performing
2025-04-17,Checkout,Direct,Direct,8,9,0.5321,125.13,1.0,0.5184,0.04,0,42,Average Performing
2025-04-17,Landing Page,Direct,Direct,8,8,0.5214,119.08,2.05,0.4539,0.0398,0,56,Average Performing
2025-04-17,Pricing,Referral,Referral,4,4,0.5654,185.69,4.05,0.4424,0.1191,0,31,High Performing
2025-04-18,Landing Page,Paid Search,Paid,11,13,0.5179,68.19,6.8,0.5146,0.1077,1,196,Average Performing
2025-04-18,Landing Page,Organic Search,Organic,8,8,0.4483,363.82,2.58,0.531,0.0265,0,75,Average Performing
2025-04-18,Services,Organic Search,Organic,11,12,0.4719,145.1,5.83,0.5232,0.0939,0,166,Average Performing
2025-04-18,Home,Organic Search,Organic,5,6,0.4614,337.2,2.44,0.5387,0.0392,0,31,Low Performing
2025-04-18,Blog,Organic Search,Organic,5,7,0.4473,132.43,1.58,0.5333,0.0431,1,28,Average Performing
2025-04-18,Products,Direct,Direct,9,11,0.4002,194.23,2.09,0.5721,0.0386,1,55,Low Performing
2025-04-18,About,Referral,Referral,7,8,0.5997,78.02,1.8,0.3588,0.0237,0,55,High Performing
2025-04-18,Products,Organic Search,Organic,9,9,0.562,193.69,2.62,0.4079,0.04,1,46,Low Performing
2025-04-19,Services,Organic Search,Organic,2,3,0.5039,252.11,1.93,0.5385,0.0137,0,13,Average Performing
2025-04-19,Checkout,Paid Search,Paid,10,11,0.4624,154.0,5.2,0.5988,0.1093,2,118,Average Performing
2025-04-19,Home,Paid Search,Paid,3,4,0.3765,85.13,5.47,0.6219,0.0798,0,40,Low Performing
2025-04-19,Checkout,Paid Search,Paid,11,13,0.5323,107.72,1.0,0.4394,0.0058,0,74,Average Performing
2025-04-19,Products,Paid Search,Paid,5,5,0.4568,96.6,5.66,0.6057,0.0581,0,71,Low Performing
2025-04-19,Pricing,Direct,Direct,10,10,0.5964,123.28,1.05,0.3757,0.0529,2,77,High Performing
2025-04-19,About,Paid Search,Paid,10,12,0.5682,353.64,1.0,0.4436,0.0564,1,68,High Performing
2025-04-19,Landing Page,Referral,Referral,10,11,0.555,79.7,4.74,0.442,0.0974,1,61,Average Performing
2025-04-19,About,Referral,Referral,1,2,0.3625,361.12,3.2,0.6465,0.0806,0,13,High Performing
2025-04-20,Services,Direct,Direct,6,7,0.5193,270.65,1.26,0.4754,0.0658,0,55,Average Performing
2025-04-20,Home,Paid Search,Paid,9,11,0.4959,218.09,1.52,0.4894,0.0392,0,58,Low Performing
2025-04-20,Services,Organic Search,Organic,7,7,0.4712,248.86,1.89,0.4885,0.0292,1,22,Average Performing
2025-04-20,Blog,Organic Search,Organic,7,7,0.5838,150.28,1.0,0.3809,0.0318,1,46,Average Performing
2025-04-20,About,Referral,Referral,7,9,0.4778,202.94,2.34,0.5019,0.0761,1,49,High Performing
2025-04-20,Products,Social,Social,9,10,0.4503,223.69,6.56,0.5941,0.0928,0,133,Low Performing
2025-04-20,Home,Direct,Direct,7,7,0.5427,103.76,1.0,0.3994,0.0533,0,1,Low Performing
2025-04-21,Blog,Organic Search,Organic,7,8,0.5073,261.59,1.58,0.501,0.0559,0,41,Average Performing
2025-04-21,Home,Direct,Direct,9,9,0.4942,210.97,2.19,0.4927,0.0153,0,42,Low Performing
2025-04-21,Checkout,Organic Search,Organic,3,6,0.4275,140.87,3.82,0.502,0.0761,0,45,Average Performing
2025-04-21,Services,Paid Search,Paid,3,4,0.4773,113.58,2.65,0.5186,0.0078,0,29,Average Performing
2025-04-21,Checkout,Organic Search,Organic,1,2,0.4848,143.15,3.25,0.5069,0.0625,0,16,Average Performing
2025-04-21,Products,Organic Search,Organic,1,1,0.4229,75.56,1.0,0.6117,0.0259,0,2,Low Performing
2025-04-21,Contact,Referral,Referral,6,6,0.3722,296.81,5.64,0.6186,0.1174,0,74,High Performing
2025-04-22,Products,Social,Social,11,14,0.5291,96.37,1.52,0.4965,0.016,0,35,Low Performing
2025-04-22,Landing Page,Organic Search,Organic,3,5,0.5345,150.83,2.77,0.4812,0.0513,1,40,Average Performing
2025-04-22,Products,Paid Search,Paid,9,9,0.4772,155.5,3.68,0.4595,0.0598,0,87,Low Performing
2025-04-22,Products,Organic Search,Organic,4,4,0.4253,58.82,3.4,0.6185,0.0678,0,22,Low Performing
2025-04-22,Blog,Referral,Referral,8,8,0.5205,85.42,3.32,0.4999,0.034,0,68,Average Performing
2025-04-22,Products,Organic Search,Organic,11,12,0.4024,102.03,2.23,0.5988,0.0346,0,12,Low Performing
2025-04-23,Home,Social,Social,9,10,0.4746,380.96,2.51,0.5971,0.0555,1,50,Low Performing
2025-04-23,Landing Page,Direct,Direct,11,13,0.509,202.22,1.99,0.5438,0.0482,0,96,Average Performing
2025-04-23,Checkout,Paid Search,Paid,9,9,0.3976,328.43,4.2,0.5956,0.0893,2,96,Average Performing
2025-04-23,Products,Direct,Direct,5,5,0.5874,106.48,3.75,0.3422,0.0827,0,41,Low Performing
2025-04-24,About,Direct,Direct,4,6,0.5826,173.94,2.79,0.4128,0.0774,0,44,High Performing
2025-04-24,Checkout,Organic Search,Organic,2,4,0.4909,101.23,1.0,0.5671,0.0714,0,12,Average Performing
2025-04-24,Pricing,Paid Search,Paid,10,11,0.4172,264.15,3.31,0.5529,0.0775,0,78,High Performing
2025-04-24,Landing Page,Organic Search,Organic,5,6,0.5972,249.15,1.96,0.4076,0.07,0,34,Average Performing
2025-04-25,Pricing,Direct,Direct,8,11,0.5304,154.05,1.6,0.4429,0.0707,2,54,High Performing
2025-04-25,Pricing,Organic Search,Organic,7,7,0.4911,110.12,1.82,0.4322,0.0143,0,47,High Performing
2025-04-25,Blog,Direct,Direct,1,1,0.5228,161.22,4.88,0.505,0.0536,0,9,Average Performing
2025-04-25,FAQ,Organic Search,Organic,6,7,0.4533,138.57,1.96,0.6049,0.0357,0,24,Low Performing
2025-04-26,Home,Referral,Referral,9,10,0.3937,180.25,3.07,0.6235,0.0475,1,53,Low Performing
2025-04-26,Pricing,Organic Search,Organic,10,11,0.4927,117.64,1.0,0.5757,0.0375,0,21,High Performing
2025-04-26,Services,Paid Search,Paid,9,10,0.3774,406.74,2.74,0.6587,0.0682,0,93,Average Performing
2025-04-26,Home,Organic Search,Organic,3,4,0.4662,114.13,1.0,0.5116,0.0059,0,7,Low Performing
2025-04-26,Blog,Organic Search,Organic,4,6,0.5505,184.21,4.37,0.4348,0.1103,0,48,Average Performing
2025-04-27,Home,Organic Search,Organic,6,7,0.3406,514.87,5.31,0.6626,0.1269,0,71,Low Performing
2025-04-27,Products,Referral,Referral,7,8,0.397,148.72,3.39,0.6058,0.0805,0,63,Low Performing
2025-04-27,Blog,Referral,Referral,5,5,0.4727,262.31,3.46,0.6256,0.0574,0,39,Average Performing
2025-04-27,Home,Paid Search,Paid,10,10,0.4342,183.33,5.13,0.5051,0.0989,1,120,Low Performing
2025-04-27,Home,Organic Search,Organic,10,10,0.512,64.14,4.36,0.4859,0.0762,2,120,Low Performing
2025-04-27,Blog,Organic Search,Organic,3,3,0.4725,216.01,3.15,0.5477,0.0604,0,28,Average Performing
2025-04-27,Landing Page,Social,Social,4,5,0.5701,180.47,1.39,0.4167,0.0286,0,17,Average Performing
2025-04-28,Pricing,Referral,Referral,1,1,0.4401,271.03,2.96,0.6408,0.0573,0,5,High Performing
2025-04-28,Checkout,Direct,Direct,5,5,0.5039,250.95,2.19,0.4359,0.0172,0,46,Average Performing
2025-04-28,Products,Paid Search,Paid,6,7,0.4537,119.58,4.71,0.5934,0.0588,0,88,Low Performing
2025-04-28,Blog,Organic Search,Organic,2,2,0.4835,348.34,2.64,0.5255,0.0622,0,14,Average Performing
2025-04-28,Landing Page,Paid Search,Paid,9,10,0.4343,82.16,3.9,0.5282,0.0644,0,98,Average Performing
2025-04-28,Products,Direct,Direct,9,12,0.4331,137.0,2.83,0.5366,0.0438,0,59,Low Performing
2025-04-28,Home,Paid Search,Paid,5,8,0.4387,215.03,2.22,0.592,0.0367,0,43,Low Performing
2025-04-29,Pricing,Paid Search,Paid,8,9,0.4829,128.78,9.86,0.5958,0.1436,1,174,High Performing
2025-04-29,Landing Page,Direct,Direct,11,11,0.6275,46.43,3.63,0.331,0.0718,0,52,Average Performing
2025-04-29,Pricing,Paid Search,Paid,8,9,0.4518,237.62,4.02,0.5317,0.0778,1,78,High Performing
2025-04-29,FAQ,Organic Search,Organic,10,11,0.5662,237.08,2.63,0.4005,0.0784,0,98,Low Performing
2025-04-30,Home,Direct,Direct,7,7,0.5237,94.84,1.0,0.475,0.0338,0,1,Low Performing
2025-04-30,About,Social,Social,6,9,0.4925,336.32,2.1,0.5055,0.047,0,37,High Performing
2025-04-30,Pricing,Referral,Referral,3,3,0.5446,108.57,3.02,0.4578,0.0614,0,17,High Performing
2025-05-01,Home,Organic Search,Organic,10,11,0.3862,236.76,5.54,0.6736,0.1013,0,147,Low Performing
2025-05-01,Services,Organic Search,Organic,3,3,0.4908,242.29,1.0,0.4011,0.0663,0,1,Average Performing
2025-05-01,Landing Page,Organic Search,Organic,8,9,0.5675,324.0,3.18,0.4547,0.0481,0,65,Average Performing
2025-05-02,Home,Referral,Referral,3,4,0.4792,325.41,1.0,0.5102,0.0322,0,10,Low Performing
2025-05-02,Services,Paid Search,Paid,7,8,0.4328,65.94,5.16,0.5473,0.1122,1,77,Average Performing
2025-05-02,About,Direct,Direct,6,7,0.5085,64.02,2.01,0.513,0.0565,0,65,High Performing
2025-05-02,Pricing,Direct,Direct,9,10,0.5539,329.59,1.0,0.5331,0.035,0,23,High Performing
2025-05-02,Blog,Referral,Referral,11,12,0.4487,270.61,2.49,0.6257,0.0963,0,80,Average Performing
2025-05-02,Blog,Direct,Direct,8,8,0.4675,218.57,1.41,0.5203,0.0626,2,31,Average Performing
2025-05-02,Products,Organic Search,Organic,8,10,0.5166,690.33,2.45,0.4305,0.0947,0,93,Low Performing
2025-05-03,About,Social,Social,11,12,0.4883,119.31,2.09,0.5246,0.0601,0,20,High Performing
2025-05-03,About,Referral,Referral,6,7,0.5056,210.01,2.38,0.5135,0.0417,0,42,High Performing
2025-05-03,Pricing,Social,Social,5,6,0.3072,164.09,2.45,0.6912,0.0637,0,29,High Performing
2025-05-03,Pricing,Organic Search,Organic,1,4,0.5014,352.62,2.03,0.503,0.0706,0,36,High Performing
2025-05-03,Pricing,Referral,Referral,10,11,0.4009,169.91,2.47,0.5597,0.0468,0,55,High Performing
2025-05-03,Pricing,Direct,Direct,8,8,0.6034,27.3,3.68,0.3694,0.0685,0,71,High Performing
2025-05-04,Home,Organic Search,Organic,4,7,0.5967,20.0,1.0,0.4727,0.0254,1,19,Low Performing
2025-05-04,Checkout,Direct,Direct,1,2,0.4845,71.98,2.73,0.4929,0.0189,0,11,Average Performing
2025-05-04,Services,Direct,Direct,8,8,0.5369,135.54,1.0,0.4634,0.005,0,46,Average Performing
2025-05-05,FAQ,Paid Search,Paid,11,11,0.4624,30.34,1.92,0.4677,0.0416,0,64,Low Performing
2025-05-05,FAQ,Referral,Referral,2,5,0.5492,265.22,1.61,0.5026,0.1019,0,28,Low Performing
2025-05-05,Contact,Organic Search,Organic,6,6,0.4964,65.82,1.0,0.4791,0.054,0,1,High Performing
2025-05-05,Services,Referral,Referral,6,8,0.4913,79.62,1.0,0.5402,0.0238,0,17,Average Performing
2025-05-06,Blog,Social,Social,6,8,0.5751,205.83,1.06,0.4533,0.0259,1,43,Average Performing
2025-05-06,Landing Page,Organic Search,Organic,4,4,0.4775,351.27,2.32,0.5241,0.0574,0,27,Average Performing
2025-05-06,Pricing,Paid Search,Paid,2,3,0.5069,80.58,3.79,0.4899,0.0425,0,17,High Performing
2025-05-06,Contact,Organic Search,Organic,10,10,0.5781,172.64,7.47,0.3666,0.0921,1,143,High Performing
2025-05-06,Landing Page,Organic Search,Organic,10,11,0.5658,176.51,1.33,0.3823,0.0617,0,58,Average Performing
2025-05-06,Pricing,Organic Search,Organic,8,9,0.4169,166.03,6.89,0.6056,0.1247,1,159,High Performing
2025-05-06,Services,Social,Social,8,10,0.4572,252.59,1.16,0.5839,0.05,1,32,Average Performing
2025-05-07,Landing Page,Referral,Referral,5,6,0.5566,344.84,2.56,0.4417,0.0262,1,45,Average Performing
2025-05-07,Home,Organic Search,Organic,7,7,0.4615,146.53,1.0,0.5666,0.0156,0,40,Low Performing
2025-05-07,Home,Paid Search,Paid,1,3,0.5007,178.24,3.25,0.4322,0.0502,0,25,Low Performing
2025-05-07,Landing Page,Organic Search,Organic,2,2,0.5391,172.55,1.83,0.4495,0.0753,2,1,Average Performing
2025-05-07,Products,Organic Search,Organic,8,8,0.4801,257.65,7.24,0.5368,0.0857,1,122,Low Performing
2025-05-07,Products,Paid Search,Paid,5,6,0.4834,333.03,1.06,0.5046,0.0346,0,30,Low Performing
2025-05-07,About,Referral,Referral,5,6,0.5749,213.55,2.3,0.4326,0.0689,0,44,High Performing
2025-05-08,Blog,Organic Search,Organic,4,4,0.4791,386.0,1.0,0.4858,0.042,0,17,Average Performing
2025-05-08,Home,Organic Search,Organic,3,3,0.4213,96.19,2.29,0.5621,0.0668,0,15,Low Performing
2025-05-08,FAQ,Referral,Referral,6,8,0.4989,284.8,3.15,0.5778,0.068,0,66,Low Performing
2025-05-08,Home,Paid Search,Paid,6,9,0.4062,270.06,3.89,0.5586,0.0796,2,78,Low Performing
2025-05-09,Home,Paid Search,Paid,7,8,0.5777,80.42,1.01,0.4812,0.0111,0,31,Low Performing
2025-05-09,Blog,Social,Social,4,5,0.4653,119.43,1.0,0.4947,0.0548,0,2,Average Performing
2025-05-09,Blog,Social,Social,7,7,0.4102,49.01,1.15,0.5993,0.0464,1,28,Average Performing
2025-05-09,Pricing,Direct,Direct,3,5,0.4801,249.77,1.3,0.5162,0.0216,0,28,High Performing
2025-05-09,About,Organic Search,Organic,4,5,0.3939,163.39,7.1,0.6121,0.1277,2,63,High Performing
2025-05-09,Products,Direct,Direct,1,1,0.5807,66.31,2.47,0.3963,0.0539,0,8,Low Performing
2025-05-09,FAQ,Organic Search,Organic,2,2,0.5382,60.55,1.7,0.4418,0.0444,0,6,Low Performing
2025-05-09,FAQ,Organic Search,Organic,6,8,0.5673,152.32,1.29,0.4186,0.0201,0,22,Low Performing
2025-05-09,Blog,Organic Search,Organic,11,11,0.4602,393.77,4.02,0.5431,0.0497,0,89,Average Performing
2025-05-10,Services,Organic Search,Organic,7,7,0.4565,230.05,1.0,0.5699,0.0617,0,5,Average Performing
2025-05-10,Landing Page,Organic Search,Organic,1,4,0.4253,186.94,3.24,0.5595,0.0549,0,33,Average Performing
2025-05-10,Home,Direct,Direct,4,5,0.5409,143.91,3.74,0.4471,0.0843,1,59,Low Performing
2025-05-10,Services,Organic Search,Organic,8,10,0.5244,128.72,1.67,0.5318,0.0208,0,93,Average Performing
2025-05-10,Home,Paid Search,Paid,4,4,0.4985,86.56,5.24,0.4954,0.1006,0,32,Low Performing
2025-05-10,Products,Referral,Referral,11,13,0.4322,282.38,7.47,0.6039,0.1082,3,209,Low Performing
2025-05-10,Pricing,Organic Search,Organic,3,4,0.4212,148.44,2.16,0.5826,0.0586,1,18,High Performing
2025-05-10,About,Organic Search,Organic,7,8,0.5809,111.32,1.07,0.4037,0.0429,0,52,High Performing
